Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"공지사항_추가, 조회, 수정, 삭제",Chrome 103.0.5060.134,,,2022-08-16 02:27:27,2022-08-16 02:29:03,1m - 35.996s,PASSED
,,,,,,,
Test Cases/병원 정보_병원 공지사항_등록,Chrome 103.0.5060.134,,,2022-08-16 02:27:27,2022-08-16 02:27:59,31.661s,PASSED
openBrowser(URL),Chrome 103.0.5060.134,병드민 URL OPEN,,2022-08-16 02:27:28,2022-08-16 02:27:32,4.514s,PASSED
maximizeWindow(),Chrome 103.0.5060.134,창 최대화,,2022-08-16 02:27:32,2022-08-16 02:27:32,0.161s,PASSED
"verifyElementPresent(findTestObject(""Page_로그인 화면/button_login""), 5)",Chrome 103.0.5060.134,로그인 버튼 확인,,2022-08-16 02:27:32,2022-08-16 02:27:33,0.401s,PASSED
"click(findTestObject(""Page_로그인 화면/button_login""))",Chrome 103.0.5060.134,로그인 버튼 선택,,2022-08-16 02:27:33,2022-08-16 02:27:34,0.905s,PASSED
"verifyElementPresent(findTestObject(""Page_로그인 화면/input__id input""), 5)",Chrome 103.0.5060.134,로그인 화면 확인,,2022-08-16 02:27:34,2022-08-16 02:27:34,0.536s,PASSED
"sendKeys(findTestObject(""Page_로그인 화면/input__id input""), ID)",Chrome 103.0.5060.134,id 입력 전역변수 활용,,2022-08-16 02:27:34,2022-08-16 02:27:35,0.916s,PASSED
"sendKeys(findTestObject(""Page_로그인 화면/input__pw inpuut""), PW)",Chrome 103.0.5060.134,pw 입력 전역변수 활용,,2022-08-16 02:27:35,2022-08-16 02:27:36,0.989s,PASSED
"click(findTestObject(""Page_로그인 화면/button_로그인 활성화""))",Chrome 103.0.5060.134,활성화된 로그인 버튼 선택,,2022-08-16 02:27:36,2022-08-16 02:27:37,1.005s,PASSED
"verifyElementPresent(findTestObject(""Page_병드민/span_홈""), 5)",Chrome 103.0.5060.134,병드민 홈 화면 진입 확인,,2022-08-16 02:27:37,2022-08-16 02:27:39,1.527s,PASSED
"verifyElementPresent(findTestObject(""Page_병드민/span_병원정보""), 5)",Chrome 103.0.5060.134,병원정보 확인,,2022-08-16 02:27:39,2022-08-16 02:27:39,0.461s,PASSED
"click(findTestObject(""Page_병드민/span_병원정보""))",Chrome 103.0.5060.134,병원정보_병원정보 진입,,2022-08-16 02:27:39,2022-08-16 02:27:40,1.139s,PASSED
"click(findTestObject(""Page_병드민/병원 정보/병원 정보_병원 공지사항/span_병원 공지사항""))",Chrome 103.0.5060.134,병원정보_공지사항 진입,,2022-08-16 02:27:40,2022-08-16 02:27:41,1.181s,PASSED
"click(findTestObject(""Page_/span_공지사항 등록 버튼""))",Chrome 103.0.5060.134,병원정보_공지사항 등록 버튼 선택,,2022-08-16 02:27:41,2022-08-16 02:27:42,1.070s,PASSED
"click(findTestObject(""Page_/button_공지사항 등록_취소""))",Chrome 103.0.5060.134,병원정보_공지사항 등록 > 취소,,2022-08-16 02:27:42,2022-08-16 02:27:43,1.076s,PASSED
"verifyElementPresent(findTestObject(""Page_/span_공지사항 등록 버튼""), 5)",Chrome 103.0.5060.134,병원정보_공지사항 등록 버튼 확인,,2022-08-16 02:27:43,2022-08-16 02:27:44,0.421s,PASSED
"click(findTestObject(""Page_/span_공지사항 등록 버튼""))",Chrome 103.0.5060.134,병원정보_공지사항 등록 버튼 선택,,2022-08-16 02:27:44,2022-08-16 02:27:45,1.043s,PASSED
"click(findTestObject(""Page_/button_공지사항 등록_저장""))",Chrome 103.0.5060.134,병원정보_공지사항 등록 버튼 > 저장 버튼 선택,,2022-08-16 02:27:45,2022-08-16 02:27:46,1.052s,PASSED
"verifyElementPresent(findTestObject(""Page_/pre_내용을 입력해주세요""), 0)",Chrome 103.0.5060.134,병원정보_공지사항 저장 버튼 알럿 문구,,2022-08-16 02:27:46,2022-08-16 02:27:47,0.529s,PASSED
"click(findTestObject(""Page_/button_저장1 알럿팝업 확인""))",Chrome 103.0.5060.134,병원정보_공지사항 저장 알럿 문구 > 확인,,2022-08-16 02:27:47,2022-08-16 02:27:48,1.024s,PASSED
"verifyElementPresent(findTestObject(""Page_/h1_공지사항 타이틀 문구""), 5)",Chrome 103.0.5060.134,공지사항 타이틀 문구 확인,,2022-08-16 02:27:48,2022-08-16 02:27:48,0.455s,PASSED
"setText(findTestObject(""Page_/input__공지사항 제목 입력""), ""똑닥 진우 테스트"")",Chrome 103.0.5060.134,공지사항 제목 입력,,2022-08-16 02:27:48,2022-08-16 02:27:50,1.952s,PASSED
"setText(findTestObject(""Page_/textarea_공지사항 내용 입력""), ""똑닥 진우 테스트 내용 ~~"")",Chrome 103.0.5060.134,공지사항 내용 입력,,2022-08-16 02:27:50,2022-08-16 02:27:52,1.915s,PASSED
"click(findTestObject(""Page_/button_공지사항 등록_저장""))",Chrome 103.0.5060.134,공지사항 등록_저장,,2022-08-16 02:27:52,2022-08-16 02:27:53,1.102s,PASSED
"verifyElementPresent(findTestObject(""Page_/pre_공지사항을 등록하시겠습니까""), 5)",Chrome 103.0.5060.134,공지사항을 등록하시겠습니까? 팝업 문구 확인,,2022-08-16 02:27:53,2022-08-16 02:27:53,0.429s,PASSED
"verifyElementPresent(findTestObject(""Page_/button_저장2 알럿팝업 취소""), 5)",Chrome 103.0.5060.134,공지사항 등록 알럿 팝업 취소 확인,,2022-08-16 02:27:53,2022-08-16 02:27:54,0.441s,PASSED
"click(findTestObject(""Page_/button_저장2 알럿팝업 취소""))",Chrome 103.0.5060.134,공지사항 등록 알럿 팝업 취소 선택,,2022-08-16 02:27:54,2022-08-16 02:27:55,1.017s,PASSED
"click(findTestObject(""Page_/button_공지사항 등록_저장""))",Chrome 103.0.5060.134,공지사항 등록 저장 선택,,2022-08-16 02:27:55,2022-08-16 02:27:56,1.006s,PASSED
"verifyElementPresent(findTestObject(""Page_/button_저장2 알럿팝업 확인""), 5)",Chrome 103.0.5060.134,공지사항 알럿 팝업 저장 버튼 확인,,2022-08-16 02:27:56,2022-08-16 02:27:56,0.437s,PASSED
"click(findTestObject(""Page_/button_저장2 알럿팝업 확인""), STOP_ON_FAILURE)",Chrome 103.0.5060.134,공지사항 알럿 팝업 저장 버튼 선택,,2022-08-16 02:27:56,2022-08-16 02:27:57,1.031s,PASSED
"verifyTextPresent(""똑닥 진우 테스트"", false)",Chrome 103.0.5060.134,공지사항 리스트 등록 확인,,2022-08-16 02:27:57,2022-08-16 02:27:58,0.617s,PASSED
closeBrowser(),Chrome 103.0.5060.134,브라우저 닫기,,2022-08-16 02:27:58,2022-08-16 02:27:59,0.935s,PASSED
,,,,,,,
Test Cases/병원 정보_병원 공지사항_조회,Chrome 103.0.5060.134,,,2022-08-16 02:27:59,2022-08-16 02:28:20,21.394s,PASSED
openBrowser(URL),Chrome 103.0.5060.134,병드민 URL OPEN,,2022-08-16 02:28:00,2022-08-16 02:28:03,3.566s,PASSED
maximizeWindow(),Chrome 103.0.5060.134,창 최대화,,2022-08-16 02:28:03,2022-08-16 02:28:04,0.150s,PASSED
"verifyElementPresent(findTestObject(""Page_로그인 화면/button_login""), 5)",Chrome 103.0.5060.134,로그인 버튼 확인,,2022-08-16 02:28:04,2022-08-16 02:28:04,0.355s,PASSED
"click(findTestObject(""Page_로그인 화면/button_login""))",Chrome 103.0.5060.134,로그인 버튼 선택,,2022-08-16 02:28:04,2022-08-16 02:28:05,0.891s,PASSED
"verifyElementPresent(findTestObject(""Page_로그인 화면/input__id input""), 5)",Chrome 103.0.5060.134,로그인 화면 확인,,2022-08-16 02:28:05,2022-08-16 02:28:05,0.450s,PASSED
"sendKeys(findTestObject(""Page_로그인 화면/input__id input""), ID)",Chrome 103.0.5060.134,id 입력 전역변수 활용,,2022-08-16 02:28:05,2022-08-16 02:28:06,0.877s,PASSED
"sendKeys(findTestObject(""Page_로그인 화면/input__pw inpuut""), PW)",Chrome 103.0.5060.134,pw 입력 전역변수 활용,,2022-08-16 02:28:06,2022-08-16 02:28:07,0.887s,PASSED
"click(findTestObject(""Page_로그인 화면/button_로그인 활성화""))",Chrome 103.0.5060.134,활성화된 로그인 버튼 선택,,2022-08-16 02:28:07,2022-08-16 02:28:08,0.885s,PASSED
"verifyElementPresent(findTestObject(""Page_병드민/span_홈""), 5)",Chrome 103.0.5060.134,병드민 홈 화면 진입 확인,,2022-08-16 02:28:08,2022-08-16 02:28:09,1.340s,PASSED
"verifyElementPresent(findTestObject(""Page_병드민/span_병원정보""), 5)",Chrome 103.0.5060.134,병원정보 확인,,2022-08-16 02:28:09,2022-08-16 02:28:10,0.374s,PASSED
"click(findTestObject(""Page_병드민/span_병원정보""))",Chrome 103.0.5060.134,병원정보_병원정보 진입,,2022-08-16 02:28:10,2022-08-16 02:28:11,0.986s,PASSED
"click(findTestObject(""Page_병드민/병원 정보/병원 정보_병원 공지사항/span_병원 공지사항""))",Chrome 103.0.5060.134,병원정보_공지사항 진입,,2022-08-16 02:28:11,2022-08-16 02:28:12,1.196s,PASSED
"verifyElementPresent(findTestObject(""Page_/h1_공지사항 타이틀 문구""), 5)",Chrome 103.0.5060.134,"공지사항 타이틀 문구 확인
",,2022-08-16 02:28:12,2022-08-16 02:28:12,0.581s,PASSED
"setText(findTestObject(""Page_/input__검색어 입력""), ""똑닥 진우 테스트1111"")",Chrome 103.0.5060.134,똑닥 진우 테스트 입력,,2022-08-16 02:28:12,2022-08-16 02:28:14,1.817s,PASSED
"click(findTestObject(""Page_/button_검색""))",Chrome 103.0.5060.134,"검색 버튼 선택
",,2022-08-16 02:28:14,2022-08-16 02:28:15,1.017s,PASSED
