Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"공지사항_추가, 조회, 수정, 삭제",Chrome 103.0.5060.134,,,2022-08-16 02:36:58,2022-08-16 02:38:42,1m - 43.129s,PASSED
,,,,,,,
Test Cases/병원 정보_병원 공지사항_등록,Chrome 103.0.5060.134,,,2022-08-16 02:37:04,2022-08-16 02:37:36,31.573s,PASSED
Start setup action : setupTestCase,Chrome 103.0.5060.134,,,2022-08-16 02:37:04,2022-08-16 02:37:04,0.001s,PASSED
openBrowser(URL),Chrome 103.0.5060.134,병드민 URL OPEN,,2022-08-16 02:37:04,2022-08-16 02:37:09,4.207s,PASSED
maximizeWindow(),Chrome 103.0.5060.134,창 최대화,,2022-08-16 02:37:09,2022-08-16 02:37:09,0.152s,PASSED
"verifyElementPresent(findTestObject(""Page_로그인 화면/button_login""), 5)",Chrome 103.0.5060.134,로그인 버튼 확인,,2022-08-16 02:37:09,2022-08-16 02:37:09,0.381s,PASSED
"click(findTestObject(""Page_로그인 화면/button_login""))",Chrome 103.0.5060.134,로그인 버튼 선택,,2022-08-16 02:37:09,2022-08-16 02:37:10,0.909s,PASSED
"verifyElementPresent(findTestObject(""Page_로그인 화면/input__id input""), 5)",Chrome 103.0.5060.134,로그인 화면 확인,,2022-08-16 02:37:10,2022-08-16 02:37:11,0.432s,PASSED
"sendKeys(findTestObject(""Page_로그인 화면/input__id input""), ID)",Chrome 103.0.5060.134,id 입력 전역변수 활용,,2022-08-16 02:37:11,2022-08-16 02:37:11,0.882s,PASSED
"sendKeys(findTestObject(""Page_로그인 화면/input__pw inpuut""), PW)",Chrome 103.0.5060.134,pw 입력 전역변수 활용,,2022-08-16 02:37:11,2022-08-16 02:37:12,0.898s,PASSED
"click(findTestObject(""Page_로그인 화면/button_로그인 활성화""))",Chrome 103.0.5060.134,활성화된 로그인 버튼 선택,,2022-08-16 02:37:12,2022-08-16 02:37:13,0.864s,PASSED
"verifyElementPresent(findTestObject(""Page_병드민/span_홈""), 5)",Chrome 103.0.5060.134,병드민 홈 화면 진입 확인,,2022-08-16 02:37:13,2022-08-16 02:37:15,2.195s,PASSED
"verifyElementPresent(findTestObject(""Page_병드민/span_병원정보""), 5)",Chrome 103.0.5060.134,병원정보 확인,,2022-08-16 02:37:15,2022-08-16 02:37:16,0.370s,PASSED
"click(findTestObject(""Page_병드민/span_병원정보""))",Chrome 103.0.5060.134,병원정보_병원정보 진입,,2022-08-16 02:37:16,2022-08-16 02:37:17,1.086s,PASSED
"click(findTestObject(""Page_병드민/병원 정보/병원 정보_병원 공지사항/span_병원 공지사항""))",Chrome 103.0.5060.134,병원정보_공지사항 진입,,2022-08-16 02:37:17,2022-08-16 02:37:18,1.186s,PASSED
"click(findTestObject(""Page_/span_공지사항 등록 버튼""))",Chrome 103.0.5060.134,병원정보_공지사항 등록 버튼 선택,,2022-08-16 02:37:18,2022-08-16 02:37:19,1.153s,PASSED
